,gvkey,acominc,act,ap,at,ch,citotal,cshpri,dltt,dvt,ebit,ebitda,gp,icapt,invt,lt,opeps,revt,seq,txdi,txp,txt,sic,ni,pi,txpd,prev_ni,prev2_ni,prev3_ni,t90ret,b5ret,cpiret,SNP500,SNP500_CD
2003,62745,-1.0,284.0,25.0,529.0,118.0,21.0,24.0,98.0,0.0,13.0,29.0,142.0,475.0,44.0,152.0,0.0,315.0,377.0,-3.0,2.0,1.0,3944,43.0,17.0,9.0,15.0,31.0,28.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,62897,-197.0,411.0,86.0,889.0,45.0,52.0,58.0,263.0,51.0,89.0,142.0,819.0,491.0,160.0,661.0,0.0,1174.0,228.0,-26.0,0.0,8.0,3089,86.0,56.0,35.0,47.0,90.0,61.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,63593,-2.0,51.0,12.0,72.0,0.0,2.0,3.0,7.0,0.0,7.0,9.0,46.0,30.0,28.0,49.0,0.0,129.0,23.0,-1.0,0.0,2.0,3420,3.0,5.0,1.0,0.0,2.0,1.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,64539,-1.0,48.0,15.0,125.0,1.0,-4.0,8.0,3.0,0.0,5.0,12.0,45.0,75.0,15.0,53.0,0.0,120.0,70.0,-2.0,2.0,0.0,3990,-6.0,3.0,0.0,2.0,-9.0,2.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,64891,10.0,1166.0,181.0,2038.0,343.0,98.0,98.0,248.0,0.0,302.0,386.0,1207.0,1457.0,363.0,830.0,1.0,2439.0,1208.0,8.0,55.0,100.0,2300,170.0,274.0,65.0,174.0,172.0,59.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,65387,0.0,8.0,5.0,10.0,0.0,-1.0,5.0,6.0,0.0,-1.0,-1.0,15.0,2.0,5.0,15.0,-1.0,24.0,-5.0,0.0,0.0,0.0,3851,-1.0,-1.0,0.0,3.0,-5.0,-14.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,65461,0.0,69.0,32.0,202.0,6.0,-4.0,12.0,56.0,0.0,3.0,11.0,31.0,108.0,31.0,151.0,-1.0,163.0,36.0,-1.0,0.0,-1.0,2340,-7.0,-3.0,0.0,-5.0,-18.0,-11.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,65765,-1.0,15.0,6.0,30.0,0.0,-2.0,1.0,7.0,0.0,-1.0,0.0,8.0,13.0,9.0,25.0,-1.0,36.0,5.0,-1.0,0.0,-1.0,3060,-3.0,-2.0,0.0,-1.0,0.0,-1.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,65850,0.0,40.0,1.0,46.0,11.0,0.0,13.0,0.0,0.0,2.0,2.0,10.0,44.0,24.0,2.0,0.0,17.0,44.0,1.0,0.0,1.0,3290,1.0,2.0,0.0,1.0,9.0,1.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,66261,0.0,11.0,0.0,22.0,2.0,-1.0,45.0,0.0,0.0,9.0,9.0,22.0,17.0,0.0,4.0,0.0,30.0,17.0,-2.0,2.0,1.0,5700,8.0,9.0,1.0,7.0,2.0,0.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,66360,0.0,55.0,9.0,67.0,14.0,-9.0,10.0,2.0,0.0,1.0,3.0,17.0,48.0,17.0,21.0,0.0,64.0,46.0,-3.0,0.0,-3.0,2300,-18.0,-8.0,-1.0,-5.0,1.0,-2.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,105936,23.0,620.0,62.0,783.0,264.0,78.0,39.0,16.0,0.0,190.0,213.0,442.0,657.0,126.0,142.0,3.0,953.0,640.0,-5.0,8.0,70.0,2300,138.0,190.0,57.0,120.0,102.0,88.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,106687,0.0,0.0,4.0,0.0,0.0,-1.0,3.0,0.0,0.0,-1.0,-1.0,0.0,-6.0,0.0,5.0,-1.0,0.0,-6.0,0.0,0.0,0.0,3949,-1.0,-1.0,0.0,-1.0,-2.0,-7.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,121142,8.0,372.0,78.0,466.0,113.0,13.0,37.0,116.0,0.0,-6.0,16.0,339.0,371.0,137.0,210.0,-1.0,834.0,255.0,-5.0,0.0,1.0,3140,23.0,-11.0,4.0,-12.0,47.0,47.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,122211,-2.0,98.0,6.0,167.0,14.0,9.0,5.0,22.0,2.0,27.0,32.0,87.0,138.0,42.0,50.0,2.0,309.0,116.0,2.0,0.0,8.0,2510,18.0,23.0,9.0,14.0,15.0,6.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,122678,3.0,85.0,9.0,111.0,0.0,-21.0,8.0,0.0,0.0,-7.0,-2.0,59.0,63.0,37.0,47.0,-1.0,172.0,63.0,-1.0,0.0,-4.0,3651,-39.0,-10.0,-2.0,-6.0,6.0,6.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,136806,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3990,1.0,0.0,0.0,0.0,0.0,-1.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,137432,0.0,72.0,8.0,94.0,0.0,5.0,4.0,7.0,0.0,10.0,16.0,29.0,73.0,47.0,28.0,1.0,129.0,65.0,0.0,0.0,3.0,2300,9.0,9.0,5.0,6.0,6.0,9.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,140541,-2.0,448.0,26.0,617.0,229.0,193.0,89.0,3.0,0.0,242.0,272.0,707.0,452.0,143.0,168.0,1.0,953.0,426.0,8.0,8.0,90.0,3100,261.0,244.0,56.0,146.0,85.0,64.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,141459,-20.0,539.0,40.0,856.0,274.0,117.0,108.0,0.0,0.0,227.0,244.0,347.0,749.0,96.0,107.0,1.0,572.0,749.0,-5.0,38.0,47.0,3812,205.0,225.0,38.0,178.0,142.0,113.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,142546,-1.0,57.0,2.0,86.0,26.0,11.0,16.0,0.0,2.0,27.0,29.0,52.0,69.0,21.0,16.0,1.0,193.0,69.0,1.0,0.0,9.0,3730,23.0,27.0,9.0,18.0,12.0,8.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,211531,0.0,8.0,0.0,16.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,16.0,2.0,0.0,0.0,6.0,16.0,-1.0,0.0,0.0,900,-2.0,1.0,2.0,0.0,1.0,2.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2003,224604,-3.0,264.0,54.0,450.0,17.0,-19.0,18.0,14.0,9.0,34.0,48.0,128.0,230.0,142.0,235.0,1.0,580.0,212.0,-4.0,1.0,7.0,2340,12.0,31.0,9.0,23.0,16.0,11.0,0.011604,0.028316,0.018794,0.024096995039978975,0.029007442121002702
2004,2080,2.0,102.0,19.0,297.0,4.0,3.0,11.0,15.0,9.0,3.0,13.0,91.0,236.0,47.0,76.0,0.0,315.0,221.0,1.0,0.0,2.0,2511,7.0,10.0,1.0,8.0,-1.0,6.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,2113,0.0,7.0,1.0,7.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,9.0,5.0,3.0,2.0,0.0,32.0,5.0,-1.0,0.0,0.0,2330,-2.0,0.0,0.0,0.0,-1.0,0.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,2444,-55.0,2098.0,387.0,4346.0,499.0,287.0,95.0,728.0,58.0,400.0,558.0,1471.0,2440.0,786.0,2634.0,2.0,5229.0,1712.0,2.0,0.0,108.0,3510,385.0,378.0,58.0,269.0,135.0,78.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,3622,0.0,33.0,5.0,58.0,0.0,1.0,9.0,28.0,0.0,7.0,7.0,20.0,46.0,14.0,39.0,0.0,86.0,18.0,-1.0,0.0,0.0,2211,2.0,3.0,0.0,3.0,2.0,27.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,3647,0.0,105.0,13.0,193.0,14.0,-9.0,11.0,50.0,0.0,17.0,30.0,71.0,153.0,49.0,90.0,0.0,318.0,103.0,3.0,1.0,3.0,2211,-18.0,10.0,-2.0,7.0,-25.0,-4.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,4001,-2.0,106.0,11.0,248.0,0.0,12.0,12.0,66.0,0.0,26.0,34.0,108.0,177.0,57.0,137.0,1.0,291.0,110.0,0.0,2.0,7.0,2273,10.0,21.0,17.0,12.0,-17.0,4.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,4322,-1.0,87.0,32.0,118.0,12.0,2.0,27.0,15.0,0.0,0.0,2.0,45.0,78.0,46.0,55.0,-1.0,263.0,47.0,1.0,0.0,2.0,3651,5.0,-3.0,1.0,-2.0,21.0,19.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,4448,4.0,83.0,8.0,135.0,3.0,10.0,12.0,15.0,1.0,17.0,24.0,67.0,85.0,30.0,65.0,1.0,220.0,69.0,0.0,0.0,5.0,3949,12.0,13.0,8.0,7.0,14.0,11.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,4771,0.0,127.0,12.0,169.0,2.0,2.0,6.0,17.0,3.0,16.0,22.0,88.0,119.0,68.0,67.0,1.0,401.0,101.0,1.0,0.0,6.0,2510,6.0,16.0,6.0,10.0,8.0,5.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,5327,0.0,44.0,7.0,98.0,0.0,0.0,5.0,22.0,0.0,5.0,7.0,32.0,72.0,28.0,48.0,0.0,76.0,49.0,-1.0,0.0,1.0,3140,1.0,4.0,3.0,2.0,0.0,1.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,5518,82.0,1718.0,167.0,3240.0,725.0,72.0,176.0,302.0,42.0,293.0,439.0,1821.0,1942.0,194.0,1600.0,1.0,2997.0,1639.0,34.0,43.0,64.0,3944,212.0,260.0,40.0,195.0,157.0,-171.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,5572,-1.0,243.0,15.0,489.0,53.0,37.0,28.0,45.0,0.0,85.0,91.0,223.0,395.0,104.0,139.0,2.0,474.0,350.0,0.0,23.0,14.0,3634,76.0,86.0,2.0,60.0,38.0,29.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,5750,0.0,0.0,335.0,3156.0,78.0,235.0,61.0,1256.0,0.0,634.0,669.0,1065.0,2607.0,2676.0,1805.0,5.0,4160.0,1192.0,-24.0,48.0,201.0,1531,471.0,549.0,150.0,348.0,257.0,137.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,6497,0.0,20.0,1.0,25.0,2.0,3.0,3.0,0.0,1.0,8.0,9.0,17.0,21.0,7.0,4.0,1.0,41.0,21.0,0.0,0.0,3.0,3651,4.0,8.0,2.0,5.0,4.0,5.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,6543,1.0,653.0,93.0,1047.0,33.0,12.0,53.0,181.0,21.0,111.0,140.0,482.0,704.0,250.0,525.0,1.0,1998.0,522.0,-14.0,16.0,19.0,2510,37.0,22.0,30.0,-6.0,36.0,61.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,6649,82.0,2064.0,224.0,4197.0,491.0,333.0,195.0,779.0,112.0,447.0,613.0,1082.0,3092.0,705.0,1884.0,1.0,5085.0,2313.0,3.0,0.0,137.0,2510,251.0,422.0,137.0,285.0,205.0,233.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,6669,-15.0,0.0,1596.0,9165.0,1427.0,952.0,155.0,1963.0,79.0,1369.0,1425.0,2611.0,6059.0,5589.0,5069.0,6.0,10504.0,4052.0,81.0,231.0,573.0,1531,1355.0,1519.0,278.0,945.0,751.0,545.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,6865,-1.0,0.0,272.0,2790.0,408.0,390.0,32.0,746.0,18.0,636.0,678.0,1197.0,2165.0,2140.0,1371.0,11.0,4008.0,1418.0,-9.0,50.0,245.0,1531,505.0,636.0,212.0,391.0,212.0,167.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,7114,-3842.0,36297.0,7545.0,71519.0,12259.0,1601.0,2321.0,4429.0,280.0,1917.0,4592.0,23508.0,38849.0,7476.0,37099.0,0.0,71920.0,33188.0,203.0,424.0,947.0,3600,545.0,1541.0,626.0,405.0,-163.0,-3241.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,7116,-270.0,2637.0,349.0,4756.0,1156.0,589.0,419.0,400.0,186.0,730.0,910.0,2587.0,2785.0,418.0,2370.0,1.0,5102.0,2385.0,-19.0,279.0,123.0,3942,417.0,696.0,105.0,572.0,537.0,230.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,7179,0.0,41.0,4.0,50.0,2.0,1.0,2.0,3.0,0.0,5.0,5.0,16.0,37.0,15.0,15.0,1.0,70.0,34.0,0.0,0.0,1.0,3140,3.0,5.0,1.0,3.0,2.0,2.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,7875,-71.0,3012.0,682.0,6665.0,505.0,-19.0,274.0,2424.0,231.0,638.0,877.0,2145.0,4188.0,972.0,4901.0,0.0,6748.0,1764.0,77.0,68.0,105.0,3990,251.0,88.0,16.0,-117.0,-47.0,-204.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,7906,-87.0,5512.0,763.0,7891.0,828.0,685.0,263.0,682.0,194.0,1549.0,1813.0,5503.0,5464.0,1633.0,3109.0,3.0,12253.0,4782.0,9.0,118.0,504.0,3021,1211.0,1450.0,418.0,945.0,474.0,663.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,7911,0.0,24.0,1.0,39.0,14.0,4.0,4.0,0.0,0.0,6.0,6.0,13.0,31.0,6.0,8.0,1.0,50.0,31.0,0.0,0.0,2.0,2451,6.0,7.0,2.0,4.0,3.0,3.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,7951,34.0,320.0,23.0,390.0,82.0,20.0,12.0,25.0,2.0,34.0,44.0,210.0,299.0,121.0,116.0,1.0,330.0,274.0,1.0,12.0,8.0,3873,26.0,31.0,5.0,22.0,20.0,17.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,8219,0.0,356.0,100.0,694.0,47.0,25.0,16.0,198.0,7.0,87.0,105.0,357.0,437.0,116.0,455.0,2.0,1121.0,238.0,-3.0,4.0,23.0,2300,49.0,63.0,22.0,39.0,20.0,10.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,8551,-36.0,488.0,49.0,1439.0,132.0,30.0,30.0,399.0,20.0,55.0,84.0,686.0,960.0,218.0,878.0,-1.0,1582.0,560.0,3.0,0.0,8.0,2300,58.0,22.0,4.0,14.0,30.0,10.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,8823,-15.0,0.0,609.0,10406.0,314.0,1011.0,126.0,2758.0,25.0,1651.0,1698.0,2807.0,7280.0,8424.0,5884.0,7.0,11709.0,4522.0,-26.0,202.0,602.0,1531,1491.0,1599.0,453.0,986.0,624.0,453.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,9259,0.0,70.0,16.0,139.0,5.0,1.0,13.0,33.0,0.0,3.0,10.0,110.0,85.0,37.0,86.0,0.0,295.0,52.0,0.0,1.0,0.0,2510,-6.0,1.0,1.0,0.0,2.0,2.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,9289,15.0,196.0,12.0,411.0,48.0,-14.0,20.0,99.0,170.0,-18.0,-11.0,117.0,334.0,47.0,176.0,-1.0,265.0,234.0,3.0,4.0,-6.0,3990,-36.0,-26.0,7.0,-20.0,34.0,46.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,9818,-4327.0,32340.0,7488.0,87410.0,8165.0,1501.0,926.0,7477.0,222.0,1292.0,4814.0,4814.0,30562.0,6409.0,64325.0,1.0,72081.0,22865.0,-331.0,557.0,507.0,3600,1528.0,1401.0,1104.0,851.0,963.0,115.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,10124,-11.0,109.0,5.0,146.0,4.0,2.0,26.0,0.0,16.0,8.0,13.0,36.0,120.0,49.0,26.0,0.0,145.0,120.0,1.0,0.0,2.0,3480,0.0,7.0,2.0,4.0,12.0,8.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,10198,-1.0,73.0,7.0,106.0,0.0,5.0,7.0,5.0,4.0,8.0,12.0,50.0,92.0,45.0,19.0,0.0,143.0,87.0,0.0,0.0,2.0,2300,1.0,8.0,2.0,5.0,5.0,0.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,10839,-41.0,331.0,75.0,872.0,65.0,-10.0,52.0,258.0,0.0,-15.0,48.0,101.0,665.0,116.0,466.0,-1.0,746.0,401.0,-29.0,1.0,-26.0,2200,-42.0,-102.0,2.0,-70.0,-28.0,-44.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,11060,-114.0,2378.0,369.0,5004.0,485.0,551.0,109.0,556.0,117.0,734.0,859.0,2536.0,3095.0,973.0,2464.0,4.0,6054.0,2539.0,16.0,39.0,237.0,2300,506.0,712.0,186.0,474.0,397.0,-155.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,11465,-601.0,4514.0,2297.0,8181.0,243.0,562.0,67.0,1160.0,86.0,780.0,1225.0,3311.0,2834.0,1701.0,6507.0,6.0,13220.0,1606.0,-84.0,110.0,209.0,3630,422.0,615.0,277.0,406.0,414.0,-394.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,11566,19.0,430.0,50.0,639.0,72.0,76.0,38.0,32.0,11.0,100.0,118.0,392.0,491.0,182.0,180.0,1.0,991.0,458.0,1.0,0.0,30.0,3140,74.0,97.0,23.0,65.0,51.0,47.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,12395,0.0,0.0,181.0,4905.0,580.0,403.0,74.0,1354.0,0.0,733.0,748.0,1129.0,3274.0,3878.0,2985.0,5.0,3877.0,1919.0,32.0,126.0,238.0,1531,806.0,647.0,147.0,409.0,259.0,219.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,12459,0.0,0.0,226.0,1777.0,367.0,523.0,6.0,204.0,0.0,885.0,893.0,1180.0,1039.0,1202.0,942.0,80.0,4327.0,834.0,-1.0,0.0,348.0,1531,697.0,872.0,275.0,523.0,419.0,331.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,12597,0.0,43.0,3.0,47.0,2.0,2.0,3.0,0.0,0.0,6.0,6.0,18.0,25.0,26.0,22.0,1.0,89.0,25.0,0.0,0.0,1.0,3842,5.0,5.0,1.0,3.0,2.0,1.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,12615,0.0,0.0,51.0,978.0,2.0,50.0,14.0,317.0,1.0,159.0,162.0,301.0,804.0,866.0,490.0,6.0,1174.0,487.0,2.0,0.0,59.0,1531,100.0,151.0,55.0,91.0,81.0,66.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,12616,22.0,1181.0,117.0,2157.0,263.0,33.0,29.0,1.0,18.0,58.0,87.0,783.0,1657.0,250.0,501.0,1.0,1566.0,1639.0,31.0,26.0,24.0,2340,63.0,53.0,56.0,27.0,24.0,37.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,12689,59.0,0.0,794.0,5835.0,234.0,502.0,39.0,2048.0,39.0,787.0,809.0,1748.0,4230.0,4270.0,3653.0,12.0,7052.0,2055.0,-45.0,0.0,236.0,1531,842.0,786.0,191.0,480.0,370.0,314.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,12868,34.0,566.0,105.0,990.0,55.0,51.0,57.0,163.0,0.0,131.0,158.0,605.0,751.0,179.0,402.0,1.0,1266.0,588.0,2.0,18.0,40.0,2320,107.0,121.0,22.0,81.0,58.0,37.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,13354,-2.0,482.0,26.0,543.0,43.0,76.0,21.0,13.0,0.0,-3.0,0.0,92.0,418.0,140.0,138.0,0.0,567.0,404.0,1.0,42.0,0.0,3651,-10.0,1.0,7.0,77.0,11.0,-15.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,13906,5.0,194.0,16.0,293.0,69.0,13.0,8.0,50.0,0.0,19.0,27.0,156.0,211.0,60.0,133.0,0.0,355.0,160.0,1.0,0.0,6.0,3690,7.0,14.0,4.0,8.0,5.0,7.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,13932,-33.0,275.0,52.0,501.0,29.0,-14.0,122.0,325.0,31.0,71.0,92.0,360.0,315.0,132.0,512.0,-1.0,769.0,-23.0,-3.0,0.0,10.0,3100,-10.0,16.0,12.0,3.0,3.0,-34.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,14064,-1.0,150.0,16.0,238.0,1.0,22.0,8.0,7.0,0.0,8.0,16.0,123.0,123.0,64.0,122.0,1.0,404.0,115.0,4.0,0.0,4.0,3585,7.0,26.0,-2.0,21.0,-44.0,-31.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,14227,0.0,3.0,0.0,70.0,0.0,-3.0,3.0,5.0,1.0,1.0,3.0,10.0,28.0,4.0,47.0,-1.0,21.0,23.0,2.0,0.0,2.0,3873,-1.0,-1.0,-1.0,-3.0,0.0,4.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,14311,3.0,465.0,96.0,792.0,138.0,68.0,42.0,18.0,38.0,179.0,238.0,483.0,379.0,173.0,431.0,3.0,1773.0,361.0,-2.0,31.0,67.0,3790,143.0,204.0,36.0,104.0,110.0,103.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,14447,-1052.0,11223.0,2160.0,27748.0,1376.0,1158.0,2449.0,5588.0,557.0,2924.0,3800.0,11530.0,18009.0,4755.0,15327.0,0.0,17089.0,10123.0,163.0,121.0,816.0,2330,1705.0,2457.0,1001.0,1367.0,910.0,582.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,14620,104.0,7418.0,2481.0,11236.0,638.0,99.0,149.0,590.0,298.0,996.0,1468.0,4907.0,4102.0,2360.0,7724.0,4.0,18105.0,3510.0,-15.0,134.0,181.0,3630,222.0,653.0,120.0,472.0,664.0,585.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,14790,0.0,0.0,77.0,1265.0,47.0,112.0,13.0,423.0,0.0,212.0,225.0,421.0,946.0,1014.0,742.0,10.0,2040.0,522.0,0.0,0.0,85.0,1531,255.0,224.0,70.0,138.0,94.0,69.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,14957,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,-1.0,0.0,-2.0,0.0,0.0,0.0,7819,-1.0,-1.0,0.0,-1.0,-1.0,-2.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,15457,0.0,0.0,0.0,58.0,37.0,-1.0,0.0,0.0,0.0,-3.0,-3.0,0.0,53.0,0.0,5.0,-6.0,0.0,53.0,0.0,0.0,0.0,9995,0.0,2.0,0.0,2.0,-1.0,53.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,16476,-106.0,1679.0,279.0,2886.0,299.0,22.0,215.0,2254.0,0.0,485.0,548.0,1893.0,907.0,554.0,4232.0,2.0,4124.0,-1371.0,28.0,124.0,65.0,2300,155.0,96.0,82.0,30.0,-350.0,24.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,19402,0.0,72.0,6.0,80.0,16.0,8.0,6.0,0.0,0.0,14.0,16.0,63.0,65.0,28.0,15.0,1.0,224.0,65.0,0.0,1.0,5.0,2300,0.0,13.0,4.0,8.0,0.0,2.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,22049,79.0,635.0,295.0,1616.0,11.0,65.0,32.0,505.0,0.0,139.0,163.0,381.0,1134.0,292.0,988.0,3.0,1684.0,628.0,-5.0,5.0,6.0,2511,91.0,106.0,9.0,100.0,75.0,61.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,23252,0.0,298.0,22.0,658.0,27.0,39.0,37.0,4.0,126.0,138.0,160.0,482.0,460.0,186.0,202.0,2.0,955.0,456.0,0.0,0.0,49.0,2510,79.0,129.0,41.0,79.0,75.0,82.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,24099,0.0,102.0,7.0,156.0,1.0,8.0,10.0,5.0,2.0,14.0,18.0,82.0,98.0,58.0,63.0,0.0,189.0,92.0,-1.0,5.0,5.0,3420,14.0,14.0,4.0,8.0,8.0,2.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,24978,11.0,393.0,16.0,735.0,31.0,-2.0,67.0,0.0,21.0,3.0,54.0,425.0,586.0,181.0,149.0,0.0,934.0,586.0,6.0,0.0,-14.0,3949,13.0,-24.0,17.0,-11.0,45.0,69.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,25119,-3.0,1783.0,311.0,4403.0,0.0,363.0,66.0,700.0,0.0,635.0,758.0,1743.0,3366.0,1017.0,1736.0,5.0,5880.0,2666.0,38.0,16.0,208.0,2273,358.0,577.0,226.0,368.0,310.0,284.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,25340,0.0,0.0,470.0,8985.0,518.0,616.0,232.0,3031.0,66.0,1563.0,1613.0,2693.0,7158.0,7190.0,4858.0,4.0,10840.0,3960.0,-50.0,0.0,607.0,1531,1470.0,1582.0,614.0,975.0,625.0,404.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,25923,-1.0,121.0,16.0,188.0,7.0,11.0,6.0,11.0,2.0,34.0,40.0,81.0,138.0,73.0,61.0,3.0,305.0,127.0,-1.0,0.0,11.0,9995,23.0,32.0,9.0,20.0,15.0,12.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,27760,4.0,265.0,57.0,359.0,19.0,30.0,32.0,0.0,13.0,42.0,54.0,250.0,252.0,49.0,107.0,0.0,523.0,252.0,0.0,10.0,15.0,3949,23.0,45.0,10.0,29.0,34.0,97.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
2004,27776,-2.0,69.0,4.0,96.0,5.0,9.0,4.0,10.0,0.0,13.0,16.0,42.0,81.0,32.0,25.0,1.0,132.0,71.0,1.0,0.0,3.0,3140,13.0,12.0,5.0,8.0,6.0,2.0,0.01308,0.023355,0.032557,0.006291412481198355,0.016299820194262127
