gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,cshi,csho,costat,ggroup,New Issues (IPOs are 0),Stock Split,,* Assuming all new stock offerings happen after stock split
151423,20071231,2007,INDL,C,D,STD,NEPH,NEPHROS INC,USD,38.165,38.165,A,2520,25.847,3.097054289,,
151423,20081231,2008,INDL,C,D,STD,NEPH,NEPHROS INC,USD,38.165,38.165,A,2520,0,0.596216334,,
151423,20091231,2009,INDL,C,D,STD,NEPH,NEPHROS INC,USD,41.605,41.605,A,2520,3.44,1.09013494,,
151423,20101231,2010,INDL,C,D,STD,NEPH,NEPHROS INC,USD,41.811,41.811,A,2520,0.206,0.928205128,,
151423,20111231,2011,INDL,C,D,STD,NEPH,NEPHROS INC,USD,10.501,10.501,A,2520,-31.31,0.24992265,,
151423,20121231,2012,INDL,C,D,STD,NEPH,NEPHROS INC,USD,11.95,11.95,A,2520,1.449,-0.574270748,,
151423,20131231,2013,INDL,C,D,STD,NEPH,NEPHROS INC,USD,18.082,18.082,A,2520,6.132,1.349503694,,
151423,20141231,2014,INDL,C,D,STD,NEPH,NEPHROS INC,USD,30.392,30.392,A,2520,12.31,1.255141654,,
151423,20151231,2015,INDL,C,D,STD,NEPH,NEPHROS INC,USD,48.58,48.58,A,2520,18.188,1.137651632,,
151423,20161231,2016,INDL,C,D,STD,NEPH,NEPHROS INC,USD,49.783,49.783,A,2520,1.203,0.74561167,,
151423,20171231,2017,INDL,C,D,STD,NEPH,NEPHROS INC,USD,55.293,55.293,A,2520,5.51,1.084474169,,
151423,20181231,2018,INDL,C,D,STD,NEPH,NEPHROS INC,USD,64.616,64.616,A,2520,9.323,1.062710722,,
151423,20191231,2019,INDL,C,D,STD,NEPH,NEPHROS INC,USD,8.059,8.059,A,2520,-56.557,0.108995253,,
151423,20201231,2020,INDL,C,D,STD,NEPH,NEPHROS INC,USD,9.873,9.873,A,2520,1.814,-0.203575405,,
151708,20001231,2000,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,,,I,2520,0,1,,
151708,20011231,2001,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,,,I,2520,0,#DIV/0!,,
151708,20021231,2002,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,32.074,I,2520,32.074,#DIV/0!,,
151708,20031231,2003,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,30.881,I,2520,0,0.481402382,,
151708,20041231,2004,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,30.881,I,2520,0,1,,
151708,20051231,2005,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,27.378,I,2520,0,0.886564554,,
151708,20061231,2006,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,26.555,I,2520,0,0.969939367,,
151708,20071231,2007,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,26.664,I,2520,0,1.004104688,,
151708,20081231,2008,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,26.769,I,2520,0,1.003937894,,
151708,20091231,2009,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.074,28.403,I,2520,0,1.061040756,,
151708,20101231,2010,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,32.089,29.669,I,2520,0.015,1.044572756,,
151708,20111231,2011,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,101.343,99.343,I,2520,69.254,3.346685083,,
151708,20121231,2012,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,118.28,116.28,I,2520,16.937,0.689691987,,
151708,20131231,2013,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,119.026,117.026,I,2520,0.746,0.878461458,,
151708,20141231,2014,INDL,C,D,STD,BRP.2,BROOKFIELD RESIDENTIAL PPTYS,USD,117.421,115.421,I,2520,-1.605,0.9800377,,
151948,20001231,2000,INDL,C,D,STD,CNVS,CONVERSE INC,USD,17.536,17.536,I,2520,0,1,,
151948,20011231,2001,INDL,C,D,STD,CNVS,CONVERSE INC,USD,8.902,8.902,I,2520,-8.634,0.507641423,,
152474,20010331,2000,INDL,C,D,STD,REDL,REDLINE PERFORMANCE PRODS,USD,1.433,1.433,I,2520,0,1,,
152474,20020331,2001,INDL,C,D,STD,REDL,REDLINE PERFORMANCE PRODS,USD,1.416,1.416,I,2520,-0.017,0.988136776,,
152474,20030331,2002,INDL,C,D,STD,REDL,REDLINE PERFORMANCE PRODS,USD,1.092,1.092,I,2520,-0.324,0.780557541,,
152474,20040331,2003,INDL,C,D,STD,REDL,REDLINE PERFORMANCE PRODS,USD,4.911,4.911,I,2520,3.819,6.39453125,,
153028,20031231,2003,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,18.825,18.825,I,2520,0,1,,
153028,20041231,2004,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,20.965,20.965,I,2520,2.14,1.113678619,,
153028,20051231,2005,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,22.208,22.208,I,2520,1.243,0.961177234,,
153028,20061231,2006,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,23.254,23.254,I,2520,1.046,0.991599505,,
153028,20071231,2007,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,23.587,23.587,I,2520,0.333,0.970658436,,
153028,20081231,2008,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,24.45,24.45,I,2520,0.863,1.022157191,,
153028,20091231,2009,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,25.25,25.25,I,2520,0.8,0.99751116,,
153028,20101231,2010,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,25.336,25.336,I,2520,0.086,0.972591171,,
153028,20111231,2011,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,25.492,25.492,I,2520,0.156,1.002753521,,
153028,20121231,2012,INDL,C,D,STD,TRLG,TRUE RELIGION APPAREL INC,USD,25.723,25.723,I,2520,0.231,1.002924205,,
154275,20021231,2002,INDL,C,D,STD,HCY.,HOCKEY CO HOLDINGS INC,CAD,7.04,7.04,I,2520,0,1,,
154275,20031231,2003,INDL,C,D,STD,HCY.,HOCKEY CO HOLDINGS INC,CAD,11.976,11.976,I,2520,4.936,1.701136364,,
155617,20021130,2002,INDL,C,D,STD,NAXG,NATURAL GOLF CORP,USD,,2.266,A,2520,0,1,,
155617,20031130,2003,INDL,C,D,STD,NAXG,NATURAL GOLF CORP,USD,,2.521,A,2520,0,1.112533098,,
155617,20041130,2004,INDL,C,D,STD,NAXG,NATURAL GOLF CORP,USD,,5.208,A,2520,0,2.065846886,,
155753,19991231,1999,INDL,C,D,STD,BRLC.,BRILLIAN CORP,USD,,,I,2520,0,1,,
155753,20001231,2000,INDL,C,D,STD,BRLC.,BRILLIAN CORP,USD,,,I,2520,0,#DIV/0!,,
155753,20011231,2001,INDL,C,D,STD,BRLC.,BRILLIAN CORP,USD,,,I,2520,0,#DIV/0!,,
155753,20021231,2002,INDL,C,D,STD,BRLC.,BRILLIAN CORP,USD,,,I,2520,0,#DIV/0!,,
155753,20031231,2003,INDL,C,D,STD,BRLC.,BRILLIAN CORP,USD,5.357,5.357,I,2520,5.357,#DIV/0!,,
155753,20041231,2004,INDL,C,D,STD,BRLC.,BRILLIAN CORP,USD,6.941,6.941,I,2520,1.584,0.647843943,,
155758,20051231,2005,INDL,C,D,STD,BLHI,BLUE HOLDINGS INC,USD,26.057,26.057,A,2520,0,1,,
155758,20061231,2006,INDL,C,D,STD,BLHI,BLUE HOLDINGS INC,USD,26.057,26.057,A,2520,0,1,,
155758,20071231,2007,INDL,C,D,STD,BLHI,BLUE HOLDINGS INC,USD,26.232,26.232,A,2520,0.175,1.006716046,,
156861,20011231,2001,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,9,7.501,A,2520,0,1,,
156861,20021231,2002,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,7.814,7.814,A,2520,-1.186,1.04172777,,
156861,20031231,2003,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,97.318,97.318,A,2520,89.504,14.68286059,,
156861,20041231,2004,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,98.194,98.194,A,2520,0.876,0.52560191,,
156861,20051231,2005,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.215,92.448,A,2520,1.021,0.933158373,,
156861,20061231,2006,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.215,83.222,A,2520,0,0.890370069,,
156861,20071231,2007,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.215,74.534,A,2520,0,0.895604528,,
156861,20081231,2008,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.215,74.833,A,2520,0,1.004011592,,
156861,20091231,2009,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.215,75.112,A,2520,0,1.003728302,,
156861,20101231,2010,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.215,68.484,A,2520,0,0.911758441,,
156861,20111231,2011,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.215,63.77,A,2520,0,0.931166404,,
156861,20121231,2012,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,59.7,A,2520,-0.015,0.936176886,,
156861,20131231,2013,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,60.6,A,2520,0,1.015330485,,
156861,20141231,2014,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,60.9,A,2520,0,1.004950495,,
156861,20151231,2015,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,62.4,A,2520,0,1.024630542,,
156861,20161231,2016,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,54.4,A,2520,0,0.871794872,,
156861,20171231,2017,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,54.2,A,2520,0,0.996323529,,
156861,20181231,2018,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,54.5,A,2520,0,1.005535055,,
156861,20191231,2019,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,99.2,53.8,A,2520,0,0.987155963,,
156861,20201231,2020,INDL,C,D,STD,TPX,TEMPUR SEALY INTL INC,USD,283.8,204.9,A,2520,184.6,3.808550186,,
156862,20010831,2001,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,0.809,0.809,I,2520,0,1,,
156862,20020831,2002,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,0.809,0.809,I,2520,0,1,,
156862,20030831,2003,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,0.81,0.81,I,2520,0.001,1.001236094,,
156862,20040831,2004,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,1.015,1.015,I,2520,0.205,1.251541307,,
156862,20050831,2005,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,,,I,2520,-1.015,0,,
156862,20060831,2006,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,,,I,2520,0,0,,
156862,20070831,2007,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,,,I,2520,0,#DIV/0!,,
156862,20080831,2008,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,,,I,2520,0,#DIV/0!,,
156862,20090831,2009,INDL,C,D,STD,0072A,AMERICAN ACHIEVEMENT CORP,USD,,,I,2520,0,#DIV/0!,,
157803,19991231,1999,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,0,1,,
157803,20001231,2000,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,0,#DIV/0!,,
157803,20011231,2001,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,0,#DIV/0!,,
157803,20021231,2002,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,0,#DIV/0!,,
157803,20021231,2002,FS,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,0,#DIV/0!,,
157803,20031231,2003,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,14.816,14.816,I,2520,14.816,#DIV/0!,,
157803,20031231,2003,FS,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,-14.816,0,,
157803,20041231,2004,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,19.816,19.816,I,2520,19.816,-1.337473002,,
157803,20041231,2004,FS,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,-19.816,0,,
157803,20051231,2005,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,19.823,19.823,I,2520,19.823,-1.00035325,,
157803,20051231,2005,FS,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,-19.823,0,,
157803,20061231,2006,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,19.828,19.828,I,2520,19.828,-1.000252232,,
157803,20061231,2006,FS,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,-19.828,0,,
157803,20071231,2007,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,96.26,96.26,I,2520,96.26,-4.854750857,,
157803,20071231,2007,FS,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,-96.26,0,,
157803,20081231,2008,INDL,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,19.286,16.9,I,2520,19.286,-0.175566175,,
157803,20081231,2008,FS,C,D,STD,WDGH,WOODBRIDGE HOLDINGS CORP,USD,,,I,2520,-19.286,0,,
158696,20021231,2002,INDL,C,D,STD,KTV.Z,KANGAROO MEDIA INC,CAD,,,I,2520,0,1,,
158696,20031231,2003,INDL,C,D,STD,KTV.Z,KANGAROO MEDIA INC,CAD,,,I,2520,0,#DIV/0!,,
158696,20041231,2004,INDL,C,D,STD,KTV.Z,KANGAROO MEDIA INC,CAD,65.648,65.648,I,2520,65.648,#DIV/0!,,
158696,20051231,2005,INDL,C,D,STD,KTV.Z,KANGAROO MEDIA INC,CAD,84.525,84.525,I,2520,18.877,0.643774372,,
158696,20061231,2006,INDL,C,D,STD,KTV.Z,KANGAROO MEDIA INC,CAD,28.268,28.268,I,2520,-56.257,0.273379625,,
158696,20071231,2007,INDL,C,D,STD,KTV.Z,KANGAROO MEDIA INC,CAD,35.261,35.261,I,2520,6.993,-1.259816356,,
158696,20081231,2008,INDL,C,D,STD,KTV.Z,KANGAROO MEDIA INC,CAD,35.261,35.261,I,2520,0,0.834500876,,
160337,20021231,2002,INDL,C,D,STD,IHTT,INTERACTIVE HEALTH INC-REDH,USD,,,I,2520,0,1,,
160337,20031231,2003,INDL,C,D,STD,IHTT,INTERACTIVE HEALTH INC-REDH,USD,0.001,0.001,I,2520,0.001,#DIV/0!,,
160583,20021231,2002,INDL,C,D,STD,LCOS,DISPLAYTECH INC-REDH,USD,,,I,2520,0,1,,
160583,20031231,2003,INDL,C,D,STD,LCOS,DISPLAYTECH INC-REDH,USD,,,I,2520,0,#DIV/0!,,
160630,20021231,2002,INDL,C,D,STD,0560B,THL BEDDING HOLDING CO-REDH,USD,24.131,24.131,I,2520,0,1,,
160630,20031231,2003,INDL,C,D,STD,0560B,THL BEDDING HOLDING CO-REDH,USD,4.369,4.369,I,2520,-19.762,0.181053417,,
160780,20021231,2002,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,237.36,237.36,A,2520,0,1,,
160780,20031231,2003,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,248.285,248.285,A,2520,10.925,1.046027132,,
160780,20041231,2004,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,52.309,52.309,A,2520,-195.976,0.201801628,,
160780,20051231,2005,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.978,A,2520,3.669,-0.389637147,,
160780,20061231,2006,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.978,A,2520,0,0.938488105,,
160780,20071231,2007,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.978,A,2520,0,1,,
160780,20081231,2008,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.978,A,2520,0,1,,
160780,20091231,2009,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.947,A,2520,0,0.999446211,,
160780,20101231,2010,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.845,A,2520,0,0.998176846,,
160780,20111231,2011,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.809,A,2520,0,0.999355359,,
160780,20121231,2012,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.79,A,2520,0,0.999659553,,
160780,20131231,2013,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.94,A,2520,0,1.002688654,,
160780,20141231,2014,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,55.978,55.94,A,2520,0,1,,
160780,20151231,2015,INDL,C,D,STD,DHOXY,DESARROLLADORA HOMEX SA,USD,76.711,76.707,A,2520,20.733,1.37123704,,
160983,20041231,2004,INDL,C,D,STD,AIM.Z,ART IN MOTION INCOME FUND,CAD,8.03,8.03,I,2520,0,1,,
160983,20051231,2005,INDL,C,D,STD,AIM.Z,ART IN MOTION INCOME FUND,CAD,8.03,8.03,I,2520,0,1,,
160983,20061231,2006,INDL,C,D,STD,AIM.Z,ART IN MOTION INCOME FUND,CAD,8.03,8.03,I,2520,0,1,,
160983,20071231,2007,INDL,C,D,STD,AIM.Z,ART IN MOTION INCOME FUND,CAD,8.03,8.03,I,2520,0,1,,
161810,20021231,2002,INDL,C,D,STD,NRVN,NATURE VISION INC,USD,3.077,3.077,I,2520,0,1,,
161810,20031231,2003,INDL,C,D,STD,NRVN,NATURE VISION INC,USD,3.077,3.077,I,2520,0,1,,
161810,20041231,2004,INDL,C,D,STD,NRVN,NATURE VISION INC,USD,2.179,2.179,I,2520,-0.898,0.708157296,,
161810,20051231,2005,INDL,C,D,STD,NRVN,NATURE VISION INC,USD,2.179,2.179,I,2520,0,1.701014832,,
161810,20061231,2006,INDL,C,D,STD,NRVN,NATURE VISION INC,USD,2.225,2.225,I,2520,0.046,1.021110601,,
161810,20071231,2007,INDL,C,D,STD,NRVN,NATURE VISION INC,USD,2.313,2.313,I,2520,0.088,1.018494055,,
161810,20081231,2008,INDL,C,D,STD,NRVN,NATURE VISION INC,USD,2.313,2.313,I,2520,0,0.963348605,,
161903,20021231,2002,INDL,C,D,STD,XSPY,SPY INC,USD,4.423,4.423,I,2520,0,1,,
161903,20031231,2003,INDL,C,D,STD,XSPY,SPY INC,USD,4.434,4.434,I,2520,0.011,1.002487,,
161903,20041231,2004,INDL,C,D,STD,XSPY,SPY INC,USD,7.491,7.491,I,2520,3.057,1.685264342,,
161903,20051231,2005,INDL,C,D,STD,XSPY,SPY INC,USD,8.084,8.084,I,2520,0.593,0.766401214,,
161903,20061231,2006,INDL,C,D,STD,XSPY,SPY INC,USD,8.101,8.101,I,2520,0.017,0.93361761,,
161903,20071231,2007,INDL,C,D,STD,XSPY,SPY INC,USD,8.162,8.162,I,2520,0.061,1.005420054,,
161903,20081231,2008,INDL,C,D,STD,XSPY,SPY INC,USD,8.177,8.177,I,2520,0.015,0.994405935,,
161903,20091231,2009,INDL,C,D,STD,XSPY,SPY INC,USD,11.904,11.904,I,2520,3.727,1.453125,,
161903,20101231,2010,INDL,C,D,STD,XSPY,SPY INC,USD,11.981,11.981,I,2520,0.077,0.766489668,,
161903,20111231,2011,INDL,C,D,STD,XSPY,SPY INC,USD,12.955,12.955,I,2520,0.974,1.074390446,,
161903,20121231,2012,INDL,C,D,STD,XSPY,SPY INC,USD,13.098,13.098,I,2520,0.143,0.940340297,,
161903,20131231,2013,INDL,C,D,STD,XSPY,SPY INC,USD,13.185,13.185,I,2520,0.087,0.995770712,,
161903,20141231,2014,INDL,C,D,STD,XSPY,SPY INC,USD,13.392,13.392,I,2520,0.207,1.009041591,,
162857,20131231,2013,INDL,C,D,STD,ICPWQ,ICPW LIQUIDATION CORPORATION,USD,,,I,2520,0,1,,
162857,20141231,2014,INDL,C,D,STD,ICPWQ,ICPW LIQUIDATION CORPORATION,USD,80.809,80.809,I,2520,80.809,#DIV/0!,,
162857,20151231,2015,INDL,C,D,STD,ICPWQ,ICPW LIQUIDATION CORPORATION,USD,82.937,82.937,I,2520,2.128,0.51316685,,
162857,20161231,2016,INDL,C,D,STD,ICPWQ,ICPW LIQUIDATION CORPORATION,USD,84.5,84.5,I,2520,1.563,0.99335802,,
162870,20120131,2011,INDL,C,D,STD,DOOO,BRP INC,CAD,373.215,373.215,A,2520,0,1,,
162870,20130131,2012,INDL,C,D,STD,DOOO,BRP INC,CAD,373.718,373.718,A,2520,0.503,1.001347749,,
162870,20140131,2013,INDL,C,D,STD,DOOO,BRP INC,CAD,118.159,118.159,A,2520,-255.559,0.315746578,,
162870,20150131,2014,INDL,C,D,STD,DOOO,BRP INC,CAD,118.376,118.376,A,2520,0.217,-0.86154294,,
162870,20160131,2015,INDL,C,D,STD,DOOO,BRP INC,CAD,114.897,114.897,A,2520,-3.479,0.968834586,,
162870,20170131,2016,INDL,C,D,STD,DOOO,BRP INC,CAD,111.72,111.72,A,2520,-3.177,1.002710514,,
162870,20180131,2017,INDL,C,D,STD,DOOO,BRP INC,CAD,101.26,101.26,A,2520,-10.46,0.932902168,,
162870,20190131,2018,INDL,C,D,STD,DOOO,BRP INC,CAD,97.141,97.141,A,2520,-4.119,1.069834802,,
162870,20200131,2019,INDL,C,D,STD,DOOO,BRP INC,CAD,88.303,88.303,A,2520,-8.838,0.949270065,,
162870,20210131,2020,INDL,C,D,STD,DOOO,BRP INC,CAD,86.545,86.545,A,2520,-1.758,1.089095828,,
163879,20031231,2003,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,14.057,13.728,I,2520,0,1,,
163879,20041231,2004,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,15.675,15.675,I,2520,1.618,1.141826923,,
163879,20051231,2005,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,23.488,23.488,I,2520,7.813,1.358237437,,
163879,20061231,2006,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,23.488,22.965,I,2520,0,0.73368263,,
163879,20071231,2007,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,23.488,22.357,I,2520,0,0.973524929,,
163879,20081231,2008,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,23.488,22.496,I,2520,0,1.006217292,,
163879,20091231,2009,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,23.981,23.341,I,2520,0.493,1.037562233,,
163879,20101231,2010,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,24.4,22.782,I,2520,0.419,0.955861375,,
163879,20111231,2011,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,24.4,22.923,I,2520,0,0.988017758,,
163879,20121231,2012,INDL,C,D,STD,MFB,MAIDENFORM BRANDS INC,USD,24.4,22.754,I,2520,0,0.992627492,,
163977,20011231,2001,INDL,C,D,STD,VLCM,VOLCOM INC,USD,,,I,2520,0,1,,
163977,20021231,2002,INDL,C,D,STD,VLCM,VOLCOM INC,USD,,,I,2520,0,#DIV/0!,,
163977,20031231,2003,INDL,C,D,STD,VLCM,VOLCOM INC,USD,19.054,19.054,I,2520,19.054,#DIV/0!,,
163977,20041231,2004,INDL,C,D,STD,VLCM,VOLCOM INC,USD,19.171,19.171,I,2520,0.117,0.503070221,,
163977,20051231,2005,INDL,C,D,STD,VLCM,VOLCOM INC,USD,24.214,24.214,I,2520,5.043,1.255391954,,
163977,20061231,2006,INDL,C,D,STD,VLCM,VOLCOM INC,USD,24.295,24.295,I,2520,0.081,0.830399562,,
163977,20071231,2007,INDL,C,D,STD,VLCM,VOLCOM INC,USD,24.35,24.35,I,2520,0.055,0.998933377,,
163977,20081231,2008,INDL,C,D,STD,VLCM,VOLCOM INC,USD,24.374,24.374,I,2520,0.024,0.998729768,,
163977,20091231,2009,INDL,C,D,STD,VLCM,VOLCOM INC,USD,24.374,24.374,I,2520,0,0.999016313,,
163977,20101231,2010,INDL,C,D,STD,VLCM,VOLCOM INC,USD,24.416,24.416,I,2520,0.042,1.001723148,,
163980,20031231,2003,INDL,C,D,STD,BLBC,BERKLINE/BENCHCRAFT HLD-REDH,USD,12.138,12.138,I,2520,0,1,,
163980,20041231,2004,INDL,C,D,STD,BLBC,BERKLINE/BENCHCRAFT HLD-REDH,USD,12.069,12.069,I,2520,-0.069,0.994315373,,
164103,20041231,2004,INDL,C,D,STD,KUHM,KUHLMAN CO INC,USD,,,I,2520,0,1,,
164103,20051231,2005,INDL,C,D,STD,KUHM,KUHLMAN CO INC,USD,15.977,15.977,I,2520,15.977,#DIV/0!,,
164276,20101231,2010,INDL,C,D,STD,LEAT,LEATT CORP,USD,131.167,131.167,A,2520,0,1,,
164276,20111231,2011,INDL,C,D,STD,LEAT,LEATT CORP,USD,130.008,130.008,A,2520,-1.159,0.991163936,,
164276,20121231,2012,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.201,5.201,A,2520,-124.807,0.040365079,,
164276,20131231,2013,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.201,5.201,A,2520,0,-0.043484441,,
164276,20141231,2014,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.201,5.201,A,2520,0,1,,
164276,20151231,2015,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.232,5.232,A,2520,0.031,1.005960392,,
164276,20161231,2016,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.363,5.363,A,2520,0.131,1.01900057,,
164276,20171231,2017,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.366,5.366,A,2520,0.003,0.976701857,,
164276,20181231,2018,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.37,5.37,A,2520,0.004,1.000186254,,
164276,20191231,2019,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.387,5.387,A,2520,0.017,1.002419055,,
164276,20201231,2020,INDL,C,D,STD,LEAT,LEATT CORP,USD,5.43,5.43,A,2520,0.043,1.004811251,,
164416,20031231,2003,INDL,C,D,STD,IRBT,IROBOT CORP,USD,9.361,9.361,A,2520,0,1,,
164416,20041231,2004,INDL,C,D,STD,IRBT,IROBOT CORP,USD,10.129,10.129,A,2520,0.768,1.082042517,,
164416,20051231,2005,INDL,C,D,STD,IRBT,IROBOT CORP,USD,23.406,23.406,A,2520,13.277,2.147930623,,
164416,20061231,2006,INDL,C,D,STD,IRBT,IROBOT CORP,USD,23.791,23.791,A,2520,0.385,0.648556552,,
164416,20071231,2007,INDL,C,D,STD,IRBT,IROBOT CORP,USD,24.495,24.495,A,2520,0.704,1.013194904,,
